League,Team,Department,Full Name,Title
NFL,Green Bay Packers,Information Technology,Ben Cochart,IT Support Specialist
NFL,Green Bay Packers,Marketing & Fan Engagement,Gabrielle Dow,Vice President of Marketing and Fan Engagement
NFL,Green Bay Packers,Marketing & Fan Engagement,Kregg Shil-hower,"Director of Digital, Broadcast and Games"
NFL,Green Bay Packers,Marketing & Fan Engagement,Hayden Hawk,Director of Marketing
NFL,Green Bay Packers,Marketing & Fan Engagement,Becca Borowski,Director of Retail
NFL,Green Bay Packers,Marketing & Fan Engagement,Jacob Schmidt,Director of Fan Engagement
NFL,Green Bay Packers,Marketing & Fan Engagement,Chris Kirby,Director of Digital & Broadcast
NFL,Green Bay Packers,Marketing & Fan Engagement,John Breske,Senior Producer
NFL,Green Bay Packers,Marketing & Fan Engagement,Mike Spofford,Senior Editor
NFL,Green Bay Packers,Marketing & Fan Engagement,Larry McCarren,Sports Analyst
NFL,Green Bay Packers,Marketing & Fan Engagement,Wes Hodkiewicz,Staff Writer
NFL,Green Bay Packers,Marketing & Fan Engagement,Evan Siegle,Team Photographer
NFL,Green Bay Packers,Sales & Business Development,Craig Benzel,Vice President of Sales and Business Development
NFL,Green Bay Packers,Sales & Business Development,Chad Watson,Director of Sales and Business Development
NFL,Green Bay Packers,Sales & Business Development,Tony Siracusa,Director of Premium Seating and Guest Services
NFL,Green Bay Packers,Sales & Business Development,Justin Wolf,Manager of Business Development
NFL,Green Bay Packers,Sales & Business Development,Nate Ihlenfeldt,Manager of Partnership Sales
NFL,Green Bay Packers,Sales & Business Development,Adam Kornele,Manager of Partnership Services
NFL,Green Bay Packers,Sales & Business Development,Hailey Business,Partnership Services Coordinator
NFL,Green Bay Packers,Sales & Business Development,Mitch Wiza,Partnership Services Coordinator
NFL,Green Bay Packers,Sales & Business Development,Jennifer Ark,Premium Seating Coordinator
NFL,Green Bay Packers,Security,Doug Collins,Director of Security
NFL,Green Bay Packers,Security,Andy DeLeat,Assistant Director of Security
NFL,Green Bay Packers,Stadium Operations,Todd Mies-bauer,Director of Stadium Operations
NFL,Green Bay Packers,Stadium Operations,Allen Johnson,Director of Field Operations
NFL,Green Bay Packers,Stadium Operations,Blair Wautlet,Manager of Stadium Operations
NFL,Green Bay Packers,Stadium Operations,Ross Nigrelli,Grounds Superintendent
NFL,Green Bay Packers,Titletown,Jackie Krutz,Director of Titletown
NFL,Green Bay Packers,Titletown,Christina Crowe,Titletown Marketing Manager
NFL,Green Bay Packers,Titletown,Brett Maccaux,Titletown Operations Manager
NFL,Minnesota Vikings,Ownership,Zygi Wilf,Owner/Chairman
NFL,Minnesota Vikings,Ownership,Leonard Wilf,Owner/Vice Chairman
NFL,Minnesota Vikings,Ownership,Mark Wilf,Owner/President
NFL,Minnesota Vikings,Ownership,Jonathan Wilf,Owner/Executive Vice President
NFL,Minnesota Vikings,Executive,Andrew Miller,Chief Operating Officer
NFL,Minnesota Vikings,Executive,Steve Poppen,Executive Vice President & Chief Financial Officer
NFL,Minnesota Vikings,Executive,Kevin Warren,Chief Operating Officer
NFL,Minnesota Vikings,Executive,Steve LaCroix,Executive Vice President & Chief Marketing Officer
NFL,Minnesota Vikings,Executive,Lester Bagley,Executive Vice President of Public Affairs & Stadium Development
NFL,Minnesota Vikings,Executive,Rob Brzezinski,Executive Vice President of Football Operations
NFL,Minnesota Vikings,Executive,Don Patterson,Executive Vice President of Stadium Development and Operations
NFL,Minnesota Vikings,Executive,Karin Nelsen,Vice President of Legal and Human Resources
NFL,Minnesota Vikings,Executive,Dannon Hulskotter,Vice President of Marketing and Fan Engagement
NFL,Minnesota Vikings,Executive,Jason Gonella,Vice President of Corporate and Premium Partnerships
NFL,Minnesota Vikings,Executive,John Penhollow,Vice President of Corporate and Premium Partnerships
NFL,Minnesota Vikings,Executive,Bryan Harper,Vice President of Content and Production
NFL,Minnesota Vikings,Executive,Jeff Anderson,Vice President of Communications
NFL,Minnesota Vikings,Executive,Tanya Dreesen,Vice President of Community Relations and Events
NFL,Minnesota Vikings,Executive,Phil Huebner,Vice President of Ticket Sales and Operations
NFL,Minnesota Vikings,Finance,Kate Shibilski,Controller
NFL,Minnesota Vikings,Finance,Chad Lundeen,Director of Finance
NFL,Minnesota Vikings,Finance,Michael Stanek,Director of Finance
NFL,Minnesota Vikings,Finance,Gina DeMike,Senior Accountant
NFL,Minnesota Vikings,Finance,Tyler Guther,Senior Accountant
NFL,Minnesota Vikings,Finance,Nick Lovas,Staff Accountant
NFL,Minnesota Vikings,Finance,Molly Sunder,Staff Accountant
NFL,Minnesota Vikings,Finance,Alex Wojtan,Accounts Payable Coordinator
NFL,Minnesota Vikings,Legal and Human Resources,Anne Doepner,Director of Human Resources
NFL,Minnesota Vikings,Legal and Human Resources,Amanda Popp,Human Resources Generalist
NFL,Minnesota Vikings,Legal and Human Resources,Danielle jaglowski,Human Resources Coordinator
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Martin Nance,Director of Corporate Partnerships
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Jennifer Anderson,"Senior Manager, Partnership Activation"
NFL,Minnesota Vikings,"Corporate & Premium"" Partnerships""",John Bruno,"Senior Manager, Partnership Sales"
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Amy Werdine,"Senior Manager, Partnership Activation"
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Jake Wright,"Senior Manager, Partnership Sales"
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Nick MCCoy,"Manager, Partnership Activation"
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Jenna Soule,"Manager, Partnership Activation"
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Danielle Tierney,"Manager, Partnership Activation"
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Brett Taber,Partnership Activation Coordinator
NFL,Minnesota Vikings,Corporate & Premium Partnerships,Kaitlyn Zwach,Partnership Activation Coordinator
NFL,Minnesota Vikings,Content & Production,Scott Kegley,Director of Digital and Social Media
NFL,Minnesota Vikings,Content & Production,Mike Wobschall,Executive Producer
NFL,Minnesota Vikings,Content & Production,Jordan Rutledge,"Senior Manager, Live Production"
NFL,Minnesota Vikings,Content & Production,Nathan hugely,"Senior Manager, Video"
NFL,Minnesota Vikings,Content & Production,Eric Nordquist,Team Reporter
NFL,Minnesota Vikings,Content & Production,Lindsey Young,Team Reporter
NFL,Minnesota Vikings,Content & Production,Gabe Henderson,Producer/Reporter
NFL,Minnesota Vikings,Content & Production,Grant lage,Producer/Editor
NFL,Minnesota Vikings,Content & Production,Ben Leber,Sideline Analyst
NFL,Minnesota Vikings,Content & Production,Paul Allen,Play-by-Play Announcer
NFL,Minnesota Vikings,Communications,Tom West,Director of Communications
NFL,Minnesota Vikings,Communications,Jon Ekstrom,"Manager, Communications"
NFL,Minnesota Vikings,Communications,Tess Palacio,Communications Coordinator
NFL,Minnesota Vikings,Community Relations,Brad Madson,Director of Community Relations
NFL,Minnesota Vikings,Community Relations,Brandon Clemens,"Manager, Community Relations"
NFL,Minnesota Vikings,Community Relations,Ali Towle,"Manager, Events"
NFL,Minnesota Vikings,Ticket Sales & Operations,J.P. Paul,Director of Ticket Sales
NFL,Minnesota Vikings,Ticket Sales & Operations,JJ Hrubes,Director of Ticket Service and Operations
NFL,Minnesota Vikings,Ticket Sales & Operations,Rich Wang,Director of Premium Seating
NFL,Minnesota Vikings,Ticket Sales & Operations,Greg Bostrom,"Senior Manager, Ticket Operations"
NFL,Minnesota Vikings,Ticket Sales & Operations,Chris Eliason,"Senior Manager, Ticket Sales"
NFL,Minnesota Vikings,Ticket Sales & Operations,Andrew Miller,"Senior Manager, Ticket Sales"
NFL,Minnesota Vikings,Ticket Sales & Operations,Ryan Orfield,"Senior Manager, Ticket Sales"
NFL,Minnesota Vikings,Ticket Sales & Operations,Jason Elander,"Manager, Ticket Sales"
NFL,Minnesota Vikings,Ticket Sales & Operations,Josh Bren,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Ryan Conroy,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Matt Jahnke,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Ryan Pladson,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Alex Popp,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Taylor Rasmussen,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Chris Rotzenberg,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Joe Sch-eibel,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Josh Skinner,Account Executive
NFL,Minnesota Vikings,Ticket Sales & Operations,Zach Vevea,Account Executive
NFL,Atlanta Falcons,Executive,Arthur M. Blank,Owner and Chairman
NFL,Atlanta Falcons,Executive,Rich McKay,President and CEO
NFL,Atlanta Falcons,Executive,Greg Beadles,President
NFL,Atlanta Falcons,Executive,Terry Fontenot,General Manager
NFL,Atlanta Falcons,Finance,Chrissy Fonseca,"Vice President, Finance"
NFL,Atlanta Falcons,Finance,Kimberly Ballard,"Senior Director, Finance"
NFL,Atlanta Falcons,Finance,Lisa Hagin,"Director, Finance & Administration"
NFL,Atlanta Falcons,Finance,Jordan Beinke,"Manager, Finance"
NFL,Atlanta Falcons,Finance,Brandi Mickens,Accountant
NFL,Atlanta Falcons,Human Resources,Tim Goodly,"Vice President, Human Resources"
NFL,Atlanta Falcons,Human Resources,Chanel Bennett,"Director, Human Resources"
NFL,Atlanta Falcons,Human Resources,Lauren Williams,"Manager, Human Resources"
NFL,Atlanta Falcons,Marketing,Karl Pierburg,"Vice President, Marketing & Digital"
NFL,Atlanta Falcons,Marketing,Jordan Preaster,"Senior Director, Marketing"
NFL,Atlanta Falcons,Marketing,Ashley Meggitt,"Director, Marketing"
NFL,Atlanta Falcons,Marketing,Andrew Barge,"Manager, Marketing"
NFL,Atlanta Falcons,Marketing,Haley Mason,"Coordinator, Marketing"
NFL,Atlanta Falcons,Communications,Brett Jewkes,"Vice President, Communications"
NFL,Atlanta Falcons,Communications,David Bassity,"Senior Director, Communications"
NFL,Atlanta Falcons,Communications,Brian Cearns,"Director, Communications"
NFL,Atlanta Falcons,Communications,Matt Haley,"Manager, Communications"
NFL,Atlanta Falcons,Communications,Adriel Jeremiah,"Coordinator, Communications"
NFL,Atlanta Falcons,Community Relations,Latino Mostella,"Vice President, Community Relations"
NFL,Atlanta Falcons,Community Relations,John De-samples,"Director, Community Relations"
NFL,Atlanta Falcons,Community Relations,Catherine Fuh-rman,"Manager, Community Relations"
NFL,Atlanta Falcons,Digital Strategy,Scott Kegley,"Vice President, Digital Strategy"
NFL,Atlanta Falcons,Digital Strategy,Matt Moore,"Senior Director, Digital Strategy"
NFL,Atlanta Falcons,Digital Strategy,Tori McElhaney,Staff Writer
NFL,Atlanta Falcons,Digital Strategy,Terrin Waack,Staff Writer
NFL,Atlanta Falcons,Digital Strategy,Amos Wilkes,"Manager, Digital Content"
NFL,Atlanta Falcons,Digital Strategy,Miles neuropsychologist,"Coordinator, Digital Content"
NFL,Atlanta Falcons,Partnership Sales,Mitch separatists,"Vice President, Partnership Sales"
NFL,Atlanta Falcons,Partnership Sales,Jim O'Connell,"Senior Director, Partnership Sales"
NFL,Atlanta Falcons,Partnership Sales,Danny Lipson,"Director, Partnership Sales"
NFL,Atlanta Falcons,Partnership Sales,Daniel Muth,"Manager, Partnership Sales"
NFL,Atlanta Falcons,Partnership Sales,Ashley Ramos,"Manager, Partnership Sales"
NFL,Atlanta Falcons,Partnership Sales,Hayley Amour,"Coordinator, Partnership Sales"
NFL,Atlanta Falcons,Ticket Sales & Service,Don Rovak,"Vice President, Ticket Sales & Service"
NFL,Atlanta Falcons,Ticket Sales & Service,Baker Koppelman,"Senior Director, Ticket Sales & Service"
NFL,Atlanta Falcons,Ticket Sales & Service,Shawn Portwood,"Director, Ticket Sales & Service"
NFL,Atlanta Falcons,Ticket Sales & Service,Jordan Young,"Manager, Ticket Sales & Service"
NFL,Atlanta Falcons,Ticket Sales & Service,Zachary Brown,Account Executive
NFL,Atlanta Falcons,Ticket Sales & Service,Daniel Cusimano,Account Executive
NFL,Atlanta Falcons,Ticket Sales & Service,A.J. Jackson,Account Executive
NFL,Atlanta Falcons,Ticket Sales & Service,Ryan Miller,Account Executive
NFL,Atlanta Falcons,Ticket Sales & Service,Connor Smith,Account Executive
NFL,Atlanta Falcons,Ticket Sales & Service,Tyler Tustian,Account Executive
NFL,Carolina Panthers,Ownership,David A. Tepper,Owner
NFL,Carolina Panthers,Ownership,Nicole Tepper,Chief Administrative Officer
NFL,Carolina Panthers,Executive,Kristi Coleman,President
NFL,Carolina Panthers,Executive,James Hammond,Chief Operating Officer
NFL,Carolina Panthers,Executive,Tanya Taylor,General Counsel
NFL,Carolina Panthers,Finance,Kelli Rider,Vice President of Finance
NFL,Carolina Panthers,Finance,Megan Calmes,Director of Finance
NFL,Carolina Panthers,Finance,Alli burnout,Controller
NFL,Carolina Panthers,Finance,Brittany Hagy,Accounting Manager
NFL,Carolina Panthers,Finance,Tyler Smith,Senior Accountant
NFL,Carolina Panthers,Finance,Megan Holbrooks,Staff Accountant
NFL,Carolina Panthers,Finance,Victoria Smith,Accounts Payable Coordinator
NFL,Carolina Panthers,Human Resources,LaRonda Hunter,Vice President of Human Resources
NFL,Carolina Panthers,Human Resources,Caitlin Roberts,Director of Human Resources
NFL,Carolina Panthers,Human Resources,Zuri Dale,Human Resources Generalist
NFL,Carolina Panthers,Legal,Hayley Moore,Associate Counsel
NFL,Carolina Panthers,Communications,Bruce Speight,Vice President of Communications
NFL,Carolina Panthers,Communications,Will Bryan,Director of Football Communications
NFL,Carolina Panthers,Communications,Anthony Panza,Communications Manager
NFL,Carolina Panthers,Communications,Steven Wu,Communications Coordinator
NFL,Carolina Panthers,Community Relations,Riley Fields,Vice President of Community Relations
NFL,Carolina Panthers,Community Relations,Kayla Young,Director of Community Relations
NFL,Carolina Panthers,Community Relations,Megan McHoskey,Community Relations Manager
NFL,Carolina Panthers,Marketing,Jake Burns,Vice President of Marketing
NFL,Carolina Panthers,Marketing,Andreina Awad,Director of Marketing
NFL,Carolina Panthers,Marketing,Caroline Wright,Marketing Manager
NFL,Carolina Panthers,Marketing,Victoria Damiani,Marketing Coordinator
NFL,Carolina Panthers,Marketing,Chandler White,Graphic Designer
NFL,Carolina Panthers,Digital,Mike Mahoney,Vice President of Digital
NFL,Carolina Panthers,Digital,Darrin Gantt,Lead Writer
NFL,Carolina Panthers,Digital,Augusta Stone,Staff Writer
NFL,Carolina Panthers,Digital,Joshua Klein,Staff Writer
NFL,Carolina Panthers,Digital,Dave Ensor,Digital Content Manager
NFL,Carolina Panthers,Digital,Will Lawson,Digital Content Producer
NFL,Carolina Panthers,Sales & Ticketing,Joe LaBue,Vice President of Sales & Ticketing
NFL,Carolina Panthers,Sales & Ticketing,"Brendan D., C.A.",Director of Ticket Sales & Operations
NFL,Carolina Panthers,Sales & Ticketing,Philicia Jones,Director of Client Relations
NFL,Carolina Panthers,Sales & Ticketing,Eddie White,Senior Manager of Ticket Operations
NFL,Carolina Panthers,Sales & Ticketing,Carsen Anderson,Manager of Premium Sales
NFL,Carolina Panthers,Sales & Ticketing,Garrett Harvey,Manager of Season Ticket Sales
NFL,Carolina Panthers,Sales & Ticketing,Jordan Kingston,Manager of Group Sales
NFL,Carolina Panthers,Sales & Ticketing,Chris Mullin,Account Executive
NFL,Carolina Panthers,Sales & Ticketing,David Sheppard,Account Executive
NFL,Carolina Panthers,Sales & Ticketing,Nick Tiano,Account Executive
NFL,Carolina Panthers,Sales & Ticketing,Nick Velazquez,Account Executive
NFL,Carolina Panthers,Partnerships,David Mulhall,Vice President of Partnerships
NFL,Carolina Panthers,Partnerships,Emily Fick,Director of Partnership Sales
NFL,Carolina Panthers,Partnerships,Mary-Clare Gospel,Director of Partnership Marketing
NFL,Carolina Panthers,Partnerships,Anna Jacobson,Senior Manager of Partnership Marketing
NFL,Carolina Panthers,Partnerships,Maddie Eggeling,Manager of Partnership Marketing
NFL,Carolina Panthers,Partnerships,Maggie Forrest,Manager of Partnership Marketing
NFL,Carolina Panthers,Partnerships,Ashley Stanford,Manager of Partnership Marketing
NFL,Carolina Panthers,Partnerships,Grace Brennan,Coordinator of Partnership Marketing
NFL,Carolina Panthers,Partnerships,Jenna Harrity,Coordinator of Partnership Marketing
NFL,Carolina Panthers,Stadium Operations,Chris Grubb,Vice President of Stadium Operations
NFL,Carolina Panthers,Stadium Operations,Mark preprint,Director of Stadium Operations
NFL,Carolina Panthers,Stadium Operations,Tom Vaughan,Director of Grounds
NFL,Carolina Panthers,Stadium Operations,Kyle Allen,Manager of Stadium Operations
NFL,Carolina Panthers,Stadium Operations,Matt Rainwater,Manager of Grounds
NFL,New Orleans Saints,Owner,Gayle Benson,Owner
NFL,New Orleans Saints,Executive,Dennis Lauscha,President
NFL,New Orleans Saints,Executive,Greg Bensel,Senior Vice President of Communications
NFL,New Orleans Saints,Executive,Ben Hales,Senior Vice President of Marketing & Business Development
NFL,New Orleans Saints,Executive,Ed Daniels,Senior Vice President of Finance
NFL,New Orleans Saints,Executive,Jeanne Sigillito,"Senior Vice President, Chief of Staff"
NFL,New Orleans Saints,Executive,Michael Stanfield,Senior Vice President of Sales
NFL,New Orleans Saints,Executive,Vicky Neumeyer,"Senior Vice President, General Counsel"
NFL,New Orleans Saints,Executive,Stephen Pate,Senior Vice President of Operations
NFL,New Orleans Saints,Finance,Jessica Richardson,Vice President of Finance
NFL,New Orleans Saints,Finance,Melissa Manwaring,Director of Financial Reporting
NFL,New Orleans Saints,Finance,Joey Emery,Controller
NFL,New Orleans Saints,Finance,Mary Vinet,Accounting Manager
NFL,New Orleans Saints,Finance,Renee Gautreaux,Senior Accountant
NFL,New Orleans Saints,Finance,Kati Morse,Senior Accountant
NFL,New Orleans Saints,Finance,Cody Wood,Senior Accountant
NFL,New Orleans Saints,Administration,Mary-Grace Joseph,Director of Human Resources
NFL,New Orleans Saints,Administration,Marculin,Human Resources Generalist
NFL,New Orleans Saints,Administration,Jenna Hladio,Human Resources Coordinator
NFL,New Orleans Saints,Administration,Matt Webb,Director of Information Technology
NFL,New Orleans Saints,Administration,J.D. El-Attrache,Information Technology Manager
NFL,New Orleans Saints,Administration,James Crosbie,Information Technology Specialist
NFL,New Orleans Saints,Administration,Michael Parent,Information Technology Specialist
NFL,New Orleans Saints,Communications,Doug Miller,Senior Director of Communications
NFL,New Orleans Saints,Communications,Justin Macione,Director of Communications
NFL,New Orleans Saints,Communications,Sam Shannon,Communications Manager
NFL,New Orleans Saints,Communications,Evan Meyers,Communications Coordinator
NFL,New Orleans Saints,Community Relations,Elicia Broussard Sheridan,Director of Community Relations
NFL,New Orleans Saints,Community Relations,Jason Lapouble,Manager of Community Relations
NFL,New Orleans Saints,Community Relations,Taylor MeCloggan,Community Relations Coordinator
NFL,New Orleans Saints,Digital Media,Doug Tatum,Executive Director of Digital Media
NFL,New Orleans Saints,Digital Media,John DeShazier,Senior Writer
NFL,New Orleans Saints,Digital Media,Erin Summers,Team Reporter
NFL,New Orleans Saints,Digital Media,Sean Kelley,Play-by-Play Announcer
NFL,New Orleans Saints,Digital Media,Mike Hoss,Color Analyst
NFL,New Orleans Saints,Digital Media,Steve Geller,Executive Producer
NFL,New Orleans Saints,Digital Media,Chris Gargano,Senior Producer
NFL,New Orleans Saints,Digital Media,Adam Fournier,Digital Media Manager
NFL,New Orleans Saints,Digital Media,Tyler Martini,Digital Media Producer
NFL,New Orleans Saints,Digital Media,Beth Blackburn,Digital Media Coordinator
NFL,New Orleans Saints,Digital Media,Carley Devlin,Digital Media Coordinator
NFL,New Orleans Saints,Digital Media,Alex Farris,Digital Media Coordinator
NFL,New Orleans Saints,Marketing,Jenna Reyes,Director of Marketing
NFL,New Orleans Saints,Marketing,Andy Antlieb,Marketing Manager
NFL,New Orleans Saints,Marketing,Sarah Lassman,Marketing Coordinator
NFL,New Orleans Saints,Marketing,Ashley Amoss,Marketing Coordinator
NFL,New Orleans Saints,Sales,Bryan Ross,Director of Sales
NFL,New Orleans Saints,Sales,Chris Rang,"Senior Manager, Partnership Sales"
NFL,New Orleans Saints,Sales,John Hazlett,"Senior Manager, Partnership Sales"
NFL,New Orleans Saints,Sales,Mattelia Graves,Partnership Sales Manager
NFL,New Orleans Saints,Sales,Will Frolich,Partnership Sales Manager
NFL,New Orleans Saints,Sales,Ashley D'Gerolamo,Partnership Marketing Manager
NFL,New Orleans Saints,Sales,Kelsey Reider,Partnership Marketing Manager
NFL,New Orleans Saints,Sales,Emily Grymes,Partnership Marketing Manager
NFL,New Orleans Saints,Sales,Matt Dixon,Partnership Marketing Coordinator
NFL,New Orleans Saints,Sales,Alex Rizzuto,Partnership Marketing Coordinator
NFL,New Orleans Saints,Ticket Operations,James mauro,Director of Ticket Sales
NFL,New Orleans Saints,Ticket Operations,Blake Simon,Director of Premium Seating
NFL,New Orleans Saints,Ticket Operations,Chris Guidry,Ticket Operations Manager
NFL,New Orleans Saints,Ticket Operations,Ronale Johnson,Ticket Operations Coordinator
NFL,New Orleans Saints,Ticket Operations,Derrick Spooner,Ticket Operations Coordinator
NFL,Tampa Bay Buccaneers,Ownership,Glazer Family,Owners
NFL,Tampa Bay Buccaneers,Executive,Brian Ford,Chief Operating Officer
NFL,Tampa Bay Buccaneers,Executive,Jason Licht,General Manager
NFL,Tampa Bay Buccaneers,Executive,Mike Greenberg,Senior Vice President of Football Operations
NFL,Tampa Bay Buccaneers,Executive,Darcie Glazer Kassewitz,"President, Tampa Bay Buccaneers Foundation"
NFL,Tampa Bay Buccaneers,Executive,Jenna G.,Chief Business Officer
NFL,Tampa Bay Buccaneers,Executive,Tara B.,Chief Legal Officer
NFL,Tampa Bay Buccaneers,Executive,Nikki Harvey,Chief People and DEI Officer
NFL,Tampa Bay Buccaneers,Executive,James Ruth,Chief Technology Officer
NFL,Tampa Bay Buccaneers,Executive,Eric Land,Vice President of Finance
NFL,Tampa Bay Buccaneers,Executive,Leeann Dimarco,Vice President of Team Administration
NFL,Tampa Bay Buccaneers,Executive,Nelson Luis,Vice President of Communications & Community Relations
NFL,Tampa Bay Buccaneers,Executive,Renee Musch,Vice President of Marketing
NFL,Tampa Bay Buccaneers,Executive,Chris Gargano,Vice President of Digital & Content
NFL,Tampa Bay Buccaneers,Executive,Katy Rogers,Vice President of Partnerships
NFL,Tampa Bay Buccaneers,Executive,Deno Anagnost,Vice President of Ticketing
NFL,Tampa Bay Buccaneers,Finance & Accounting,Sherry Powell,Controller
NFL,Tampa Bay Buccaneers,Finance & Accounting,Mike Flaherty,Director of Finance
NFL,Tampa Bay Buccaneers,Finance & Accounting,Brad Siegler,Senior Accounting Manager
NFL,Tampa Bay Buccaneers,Finance & Accounting,Chris Bullard,Accounting Manager
NFL,Tampa Bay Buccaneers,Finance & Accounting,Samantha Eckstrom,Senior Accountant
NFL,Tampa Bay Buccaneers,Finance & Accounting,Ashley Garrett,Senior Accountant
NFL,Tampa Bay Buccaneers,Finance & Accounting,Erica Harris,Accountant
NFL,Tampa Bay Buccaneers,Finance & Accounting,Mike Murray,Accountant
NFL,Tampa Bay Buccaneers,Finance & Accounting,Lauren Perez,Accountant
NFL,Tampa Bay Buccaneers,Finance & Accounting,Jennifer Sherin,Accounts Payable Supervisor
NFL,Tampa Bay Buccaneers,Finance & Accounting,Lillian Rivera,Accounts Payable Coordinator
NFL,Tampa Bay Buccaneers,Business Administration,Cindy Cortner,Director of Business Administration
NFL,Tampa Bay Buccaneers,Business Administration,Tanyalynnette Williams,Manager of Team Travel
NFL,Tampa Bay Buccaneers,Legal,Dan Malasky,Associate General Counsel
NFL,Tampa Bay Buccaneers,Legal,Jenna G.,Senior Corporate Counsel
NFL,Tampa Bay Buccaneers,Legal,Amanda Carey,Corporate Counsel
NFL,Tampa Bay Buccaneers,Communications & Community Relations,Michael Pehanich,Director of Communications
NFL,Tampa Bay Buccaneers,Communications & Community Relations,Andrew Scafetta,Communications Manager
NFL,Tampa Bay Buccaneers,Communications & Community Relations,Chris King,Communications Manager
NFL,Tampa Bay Buccaneers,Communications & Community Relations,Allen Barrett,Communications Coordinator
NFL,Tampa Bay Buccaneers,Communications & Community Relations,Meredith Scerba,Director of Community Relations
NFL,Tampa Bay Buccaneers,Communications & Community Relations,Anna Andre,Community Relations Manager
NFL,Tampa Bay Buccaneers,Communications & Community Relations,Allison Abell,Community Relations Coordinator
NFL,Tampa Bay Buccaneers,Digital & Content,Scott Smith,Senior Writer/Editor
NFL,Tampa Bay Buccaneers,Digital & Content,Casey Phillips,Team Reporter/Producer
NFL,Tampa Bay Buccaneers,Digital & Content,Carmen Vitali,Team Writer/Reporter
NFL,Tampa Bay Buccaneers,Digital & Content,Evan Closky,Team Reporter/Producer
NFL,Tampa Bay Buccaneers,Digital & Content,J.C. Allen,Digital & Social Media Manager
NFL,Tampa Bay Buccaneers,Digital & Content,Brianna Dix,Social Media Coordinator
NFL,Tampa Bay Buccaneers,Digital & Content,Charlie Foster,Lead Designer/Illustrator
NFL,Tampa Bay Buccaneers,Digital & Content,Brett Gerena,Graphic Designer
NFL,Tampa Bay Buccaneers,Digital & Content,Cameron Jones,Graphic Designer
NFL,Tampa Bay Buccaneers,Digital & Content,Kyle Zedaker,Team Photographer
NFL,Tampa Bay Buccaneers,Digital & Content,Tori Richman,Team Photographer
NFL,Tampa Bay Buccaneers,Digital & Content,Connor Murphy,Lead Videographer
NFL,Tampa Bay Buccaneers,Digital & Content,Manny Rosario,Videographer/Editor
NFL,Tampa Bay Buccaneers,Digital & Content,Cody artillery,Videographer/Editor
NFL,Tampa Bay Buccaneers,Digital & Content,Josh Fess,Videographer/Editor
NFL,Tampa Bay Buccaneers,Digital & Content,Will Morse,Videographer/Editor
NFL,Tampa Bay Buccaneers,Marketing & Brand,Nikki H.,Director of Marketing
NFL,Tampa Bay Buccaneers,Marketing & Brand,Meredith Maloof,Marketing Manager
NFL,Tampa Bay Buccaneers,Marketing & Brand,Alyssa Ciccarello,Marketing Coordinator
NFL,Tampa Bay Buccaneers,Marketing & Brand,Alyssa Perez,Marketing Coordinator
NFL,Tampa Bay Buccaneers,Marketing & Brand,Taylor Ray,Marketing Coordinator
NFL,Tampa Bay Buccaneers,Marketing & Brand,Tara Battiato,Director of Cheerleading
NFL,Tampa Bay Buccaneers,Marketing & Brand,Summer Bailey,Cheerleading Manager
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Armen Keteyian,Director of Partnership Sales
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Bob Reif,Director of Partnership Development
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Kaitlyn Curran,Director of Partnership Marketing
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Jordan Lefkowitz,Director of Partnership Marketing
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Ryan Connolly,"Senior Manager, Partnership Sales"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Sean Downey,"Senior Manager, Partnership Sales"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Kelsey Johnson,"Senior Manager, Partnership Sales"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Lauren Ratchford,"Senior Manager, Partnership Sales"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Jordan Well-Schoenborn,"Senior Manager, Partnership Sales"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Kristina Allen,"Senior Manager, Partnership Marketing"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Jenna G.,"Manager, Partnership Marketing"
NFL,Tampa Bay Buccaneers,Partnerships & Suites,Meredith Scerba,"Manager, Partnership Marketing"
